LOC,Cyclomatic_Complexity,Maintainability_Index,PEP8_Violations,Security_Issues,Defect_Prone
19,0.0,0.0,0,0,0
97,2.2857142857142856,74.51957140920311,3,0,0
98,2.0,75.64119656075975,4,0,0
94,1.0,100.0,3,0,0
371,1.7804878048780488,47.336621603260376,15,0,0
35,1.0,100.0,1,0,0
52,1.0,100.0,0,0,0
26,1.0,100.0,3,0,0
77,1.2307692307692308,84.97525190113146,2,0,0
74,1.0,100.0,2,0,0
68,0.0,0.0,0,0,0
0,0.0,0.0,0,0,1
18,2.5,95.27240495664756,2,0,0
164,3.7142857142857135,65.93147426751021,6,0,0
0,0.0,0.0,0,0,1
77,3.0,62.7450425297327,2,0,0
0,0.0,0.0,0,0,1
78,2.4285714285714284,79.20712791937946,0,0,0
65,5.0,77.1225494503746,2,0,0
4,0.0,0.0,0,0,0
736,5.1,39.00515034653004,26,0,0
53,8.0,74.33049478216846,0,0,0
269,9.0,61.61742240760406,7,0,0
78,12.0,80.1019032129843,1,0,0
17,0.0,0.0,0,0,0
7,1.0,100.0,0,0,0
0,0.0,0.0,0,0,1
343,6.125,53.876222548450826,16,2,0
0,0.0,0.0,0,0,1
127,1.5,77.19451006835116,0,0,0
19,1.6666666666666667,69.85355056639015,0,0,0
21,0.0,0.0,0,0,0
13,1.0,100.0,0,0,0
26,3.0,97.96140291539676,0,0,0
11,2.5,100.0,0,0,1
