LOC,Cyclomatic_Complexity,Maintainability_Index,PEP8_Violations,Security_Issues,Defect_Prone
0,0.0,0.0,0,0,1
21,1.5,100.0,0,0,1
884,1.3333333333333333,36.19132430681222,29,0,0
15,0.0,0.0,0,0,1
7,0.0,0.0,0,0,1
49,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
111,1.3529411764705883,65.1174684470146,1,0,1
1636,1.118279569892473,20.13948590887815,90,1,0
37,1.1666666666666667,62.88338429441873,0,0,1
59,1.4285714285714286,100.0,4,0,1
30,1.2,100.0,0,0,1
0,0.0,0.0,0,0,1
27,1.25,100.0,1,0,1
98,1.8,71.59769211152575,0,0,0
0,0.0,0.0,0,0,1
32,1.25,98.88501286701585,0,0,1
38,1.5,100.0,2,0,1
0,0.0,0.0,0,0,1
37,1.5,100.0,0,0,1
83,2.5,100.0,0,0,0
0,0.0,0.0,0,0,1
35,1.3333333333333333,100.0,2,0,1
133,1.375,100.0,4,0,0
0,0.0,0.0,0,0,1
97,1.3333333333333333,100.0,0,0,1
143,1.0909090909090908,100.0,4,0,0
0,0.0,0.0,0,0,1
30,1.0,100.0,1,0,1
578,1.1428571428571428,56.89657824115925,4,0,0
0,0.0,0.0,0,0,1
157,1.1111111111111112,61.97301403512564,8,0,1
544,1.0666666666666669,39.53503500655305,43,0,0
0,0.0,0.0,0,0,1
90,1.2941176470588236,74.30506574701863,0,0,1
239,1.1428571428571428,63.056490945460745,14,0,0
61,1.375,100.0,3,0,0
0,0.0,0.0,0,0,1
36,1.5,100.0,1,0,1
39,1.3333333333333333,100.0,3,0,1
0,0.0,0.0,0,0,1
20,1.4,100.0,0,0,1
3258,1.4230769230769231,0.0,117,14,0
122,1.4,100.0,1,0,1
109,1.1428571428571428,100.0,1,0,0
0,0.0,0.0,0,0,1
138,1.4074074074074074,100.0,3,0,1
303,1.125,63.15431651238416,5,0,1
0,0.0,0.0,0,0,1
92,1.3125,100.0,0,0,1
660,1.0714285714285714,100.0,30,0,0
0,0.0,0.0,0,0,1
133,1.2307692307692308,71.14596207257713,3,0,1
918,1.069767441860465,42.79357531831682,31,1,1
0,0.0,0.0,0,0,1
33,1.2,100.0,1,0,1
183,1.1875,100.0,2,0,0
0,0.0,0.0,0,0,1
15,1.0,100.0,0,0,1
40,1.6666666666666667,72.48151781845367,0,0,1
0,0.0,0.0,0,0,1
384,1.6774193548387095,49.3220100065319,11,0,1
5,1.0,100.0,0,0,1
203,1.5,57.00953626314959,9,0,1
63,1.4545454545454546,100.0,1,0,1
225,1.875,59.4389418520211,9,1,0
159,1.4,66.26811178496406,3,0,0
16,1.5,100.0,0,0,1
25,1.3333333333333333,80.02859797698083,1,0,1
63,1.25,100.0,1,1,1
91,1.4285714285714286,68.62249917771629,3,0,1
14,1.25,100.0,0,0,1
0,0.0,0.0,0,0,1
6,0.0,0.0,0,0,1
9,0.0,0.0,0,0,1
1115,1.101010101010101,33.31978088194197,44,1,0
206,1.25,74.79173639496167,6,0,0
311,1.2333333333333334,71.85831365656004,13,0,0
27,0.0,0.0,0,0,1
87,1.2307692307692308,56.58573264233036,0,0,1
0,0.0,0.0,0,0,1
145,1.5,45.89073111087115,0,0,1
416,1.1555555555555554,100.0,20,0,0
16,0.0,0.0,1,0,1
39,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
2,0.0,0.0,0,0,1
169,2.2,68.14065035913909,5,0,0
0,0.0,0.0,0,0,1
12,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
70,1.1538461538461535,100.0,0,0,1
14,2.5,93.6621066805178,0,0,1
5673,1.2234042553191489,0.0,251,0,0
452,2.41025641025641,34.848533687310216,18,0,1
3642,1.2994011976047903,2.80540367480498,238,0,0
25,1.5,100.0,1,0,1
11,1.5,100.0,1,0,1
1000,1.4193548387096775,48.9337133059471,35,0,0
473,1.318181818181818,56.26138117861828,46,0,0
687,1.9696969696969695,43.69420493649824,33,0,0
187,1.4545454545454546,66.29702651056618,8,1,1
6894,1.3621621621621622,0.0,445,1,0
1522,1.1785714285714286,48.337129274083146,46,0,0
123,1.1176470588235294,100.0,3,0,1
2266,1.3440860215053765,17.987421225636883,83,1,0
1296,1.231578947368421,21.454702766416844,63,1,0
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
14,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
20,1.0,100.0,0,0,1
16,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
16,1.0,100.0,0,0,1
20,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
18,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
22,1.0,100.0,0,0,1
24,1.0,100.0,0,0,1
28,1.0,100.0,0,0,1
24,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
13,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
22,1.0,100.0,0,0,1
26,1.0,100.0,0,0,1
24,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
13,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
22,1.0,100.0,0,0,1
26,1.0,100.0,0,0,1
24,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
12,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
16,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
29,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
27,1.0,100.0,0,0,1
20,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
7,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
10,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
9,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
14,1.0,100.0,0,0,1
17,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
36,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
40,1.0,100.0,0,0,1
31,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
43,1.0,100.0,0,0,1
17,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
30,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
28,1.0,100.0,2,0,1
0,0.0,0.0,0,0,1
34,1.0,100.0,0,0,1
23,1.0,100.0,2,0,1
0,0.0,0.0,0,0,1
22,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
6,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
5,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
14,1.0,100.0,0,0,1
21,1.0,100.0,2,0,1
0,0.0,0.0,0,0,1
14,1.0,100.0,0,0,1
14,1.0,100.0,0,0,1
14,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
30,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
29,1.0,100.0,0,0,1
23,1.0,100.0,2,0,1
0,0.0,0.0,0,0,1
24,1.0,100.0,2,0,1
23,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
29,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
15,1.0,100.0,0,0,1
15,1.0,100.0,0,0,1
23,1.0,100.0,0,0,1
27,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
15,1.0,100.0,0,0,1
34,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
9,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
21,1.0,100.0,2,0,1
23,1.0,100.0,2,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
23,1.0,100.0,2,0,1
48,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
25,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
6,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
7,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
27,1.0,100.0,0,0,1
19,1.0,100.0,1,0,1
19,1.0,100.0,1,0,1
9,1.0,100.0,1,0,1
22,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
14,1.0,100.0,0,0,1
20,1.0,100.0,1,0,1
27,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
31,1.0,100.0,1,0,1
21,1.0,100.0,2,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
13,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
12,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
7,1.0,100.0,0,0,1
12,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
21,1.0,100.0,0,0,1
12,1.0,100.0,0,0,1
22,1.0,100.0,0,0,1
12,1.0,100.0,0,0,1
25,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
13,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
8,1.0,100.0,0,0,1
5,1.0,100.0,0,0,1
5,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
7,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
23,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
35,1.0,100.0,0,0,1
23,1.0,100.0,0,0,1
12,1.0,100.0,1,0,1
22,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
5,1.0,100.0,0,0,1
10,1.0,100.0,0,0,1
5,1.0,100.0,0,0,1
5,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
10,1.0,100.0,0,0,1
5,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
17,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
1,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
18,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
20,1.0,100.0,0,0,1
16,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
18,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
30,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
12,1.0,100.0,0,0,1
52,1.4285714285714286,100.0,1,0,1
0,0.0,0.0,0,0,1
25,1.0,100.0,0,0,1
19,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
56,1.375,70.06934868584739,3,0,1
1110,1.125,38.461294181132345,45,2,1
150,3.0,49.59274237503742,1,2,1
1816,1.2058823529411764,13.069964747613854,46,0,1
0,0.0,0.0,0,0,1
315,1.1282051282051282,43.44168208141296,2,0,1
0,0.0,0.0,0,0,1
716,1.1,48.78281060597499,15,0,1
6,1.5,100.0,0,0,1
439,1.2448979591836735,48.79258726391379,21,1,1
48,1.6666666666666667,100.0,0,0,1
60,1.2857142857142858,70.88747059580923,1,0,1
127,1.125,75.87486305362894,0,0,0
106,1.25,100.0,0,0,0
81,1.25,100.0,7,0,1
142,1.2941176470588236,65.05480795724505,8,0,0
87,1.3333333333333333,61.32641193375551,2,0,1
221,3.6666666666666665,45.52382794796945,11,0,0
211,1.0625,100.0,6,3,0
22,1.3333333333333333,100.0,0,0,1
49,2.0,77.18145249968674,0,0,1
169,1.0769230769230769,100.0,4,0,1
426,1.588235294117647,34.56375158690781,15,0,0
42,1.2,100.0,0,0,1
497,1.4848484848484849,54.24534781850588,2,3,1
335,1.6451612903225807,39.283504604213306,19,0,0
1237,1.4128440366972477,7.836375134036644,45,3,0
107,1.25,100.0,3,0,1
57,1.1666666666666667,100.0,0,0,1
146,1.0416666666666667,100.0,9,0,1
21,1.3333333333333333,94.39468258085388,0,0,1
45,1.25,100.0,0,0,1
343,1.186046511627907,46.89787162155666,19,0,0
0,0.0,0.0,0,0,1
545,1.4673913043478262,34.6674990682038,21,1,1
3768,1.1830985915492958,4.1067771565944176,139,0,0
455,1.2222222222222223,49.254062339587904,16,0,0
44,1.1666666666666667,100.0,2,0,1
0,0.0,0.0,0,0,1
266,1.3584905660377358,52.59872286962369,8,1,1
2438,1.054054054054054,22.51760282660139,139,0,0
117,1.125,100.0,7,0,1
0,0.0,0.0,0,0,1
57,1.0909090909090908,100.0,1,0,1
587,1.75,44.28489645933104,10,0,0
0,0.0,0.0,0,0,1
39,1.0,100.0,1,0,1
372,1.34375,54.328840417637785,14,0,0
0,0.0,0.0,0,0,1
215,1.0625,77.93582152724954,2,0,1
679,1.2083333333333333,50.120187265898565,17,0,1
476,1.0588235294117647,47.72920499831967,13,0,1
0,0.0,0.0,0,0,1
207,1.0,100.0,0,0,1
678,1.15625,57.97473190402882,22,0,0
0,0.0,0.0,0,0,1
192,1.2666666666666666,75.27961448207368,10,0,1
895,0.0,0.0,1,0,0
388,2.446428571428572,35.287016740567125,18,0,1
0,0.0,0.0,0,0,1
25,1.0,100.0,0,0,1
128,1.0714285714285714,100.0,1,0,1
39,1.1111111111111112,100.0,1,0,1
135,1.9090909090909087,78.93717663763314,3,0,1
0,0.0,0.0,0,0,1
41,1.0,100.0,1,0,1
53,1.0,100.0,4,0,1
0,0.0,0.0,0,0,1
74,1.2,100.0,5,0,1
0,0.0,0.0,0,0,1
11,1.0,100.0,1,0,1
5,1.0,100.0,0,0,1
5,0.0,0.0,0,0,0
62,1.0909090909090908,100.0,2,0,1
283,1.181818181818182,66.16195502397281,5,0,1
68,1.25,80.2903805823291,0,4,1
7,1.5,100.0,1,0,1
0,0.0,0.0,0,0,1
10,1.5,100.0,0,0,1
0,0.0,0.0,0,0,1
81,1.3846153846153846,100.0,1,0,1
61,2.083333333333333,74.85176471713164,1,0,1
2594,1.3636363636363635,29.414841374495666,76,3,0
0,0.0,0.0,0,0,1
23,1.0,100.0,0,0,1
21,1.5,100.0,0,0,1
0,0.0,0.0,0,0,1
30,1.0,100.0,0,0,1
308,1.181818181818182,100.0,31,0,0
0,0.0,0.0,0,0,1
9,1.5,100.0,0,0,1
0,0.0,0.0,0,0,1
52,1.1111111111111112,100.0,0,0,1
67,1.3333333333333333,77.83562004909284,4,0,0
0,0.0,0.0,0,0,1
45,1.0,100.0,0,0,1
43,1.5,100.0,0,0,0
0,0.0,0.0,0,0,1
27,1.0,100.0,0,0,1
75,1.25,100.0,7,0,0
0,0.0,0.0,0,0,1
112,1.25,66.71301242216454,2,0,1
621,1.048780487804878,100.0,17,0,0
0,0.0,0.0,0,0,1
82,1.0,100.0,0,0,1
660,1.135135135135135,52.01515141037476,25,0,0
0,0.0,0.0,0,0,1
275,1.375,67.66770101808027,6,0,1
49,1.25,100.0,1,0,1
49,2.2,60.90389567962914,0,0,1
0,0.0,0.0,0,0,1
22,1.5,100.0,0,0,1
222,1.0769230769230769,57.869273284309855,6,0,0
0,0.0,0.0,0,0,1
35,2.0,59.14072892261658,0,0,1
9,1.5,100.0,0,0,1
992,1.6206896551724137,32.91075209488233,21,0,0
0,0.0,0.0,0,0,1
59,1.625,100.0,0,0,1
5,0.0,0.0,0,1,0
209,1.2571428571428571,55.91608451808153,3,0,1
899,1.2,28.20089779618078,38,0,0
91,2.0,64.0679276177171,9,0,1
142,1.2,100.0,2,0,1
1579,1.206451612903226,7.845220051668794,73,0,0
46,4.5,100.0,1,0,0
1269,1.0862068965517242,29.20969013599617,46,0,0
39,1.5,100.0,0,0,0
482,1.1875,28.782281818950874,29,0,0
768,1.213114754098361,31.80588303791121,48,0,0
29,2.5,71.31392542791153,1,2,0
35,2.0,100.0,4,0,1
719,1.25,39.5989666167183,28,0,0
1109,1.25,12.147558096058216,36,0,0
771,1.2028985507246377,26.307662313111106,24,0,0
44,1.2857142857142858,100.0,0,0,0
176,1.0769230769230769,100.0,5,0,1
79,1.4285714285714286,80.44092369257916,0,0,0
37,1.8,76.54638593838537,3,0,1
29,1.0,100.0,1,0,1
19,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
38,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
39,1.0,100.0,0,0,1
568,1.0,100.0,13,0,1
0,0.0,0.0,0,0,1
333,1.205128205128205,54.90804362533636,7,0,1
2274,2.014084507042253,3.181113948718852,104,0,0
223,1.5333333333333334,100.0,5,0,0
119,1.3333333333333333,100.0,11,0,0
0,0.0,0.0,0,0,1
48,1.3333333333333333,100.0,0,0,1
7,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
22,1.3333333333333333,100.0,0,0,1
26,1.25,100.0,0,0,1
0,0.0,0.0,0,0,1
7,0.0,0.0,0,0,1
230,1.2285714285714286,77.21682631839181,0,0,1
462,1.5151515151515151,49.87376725699048,17,0,0
7,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
19,1.0,100.0,0,0,1
54,1.4,100.0,1,0,1
0,0.0,0.0,0,0,1
6,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
791,1.2885906040268456,36.7128639214831,9,1,1
4617,1.256926952141058,0.0,170,11,0
366,1.9268292682926829,28.00236854748577,13,1,0
62,1.1111111111111112,100.0,2,0,0
55,1.4,55.39714817546506,2,0,1
186,3.1666666666666665,42.86562035720171,7,2,0
58,1.3333333333333333,78.93971300274661,5,0,1
393,1.2,32.64637126738408,2,0,0
791,1.1971830985915493,20.256018504284853,28,2,0
218,1.1666666666666667,41.41056443468715,6,1,1
17,1.5,100.0,0,0,1
0,0.0,0.0,0,0,1
79,1.1875,100.0,3,0,1
390,1.0909090909090908,57.48935764514322,6,29,0
0,0.0,0.0,0,0,1
47,1.625,79.03309156850878,0,1,1
416,1.3055555555555556,55.77426022495459,14,1,0
0,0.0,0.0,0,0,1
114,1.1333333333333333,100.0,6,0,1
6,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
1536,1.3026315789473684,30.499394875252168,29,0,0
409,1.84,100.0,13,0,0
270,1.2,100.0,9,0,1
0,0.0,0.0,0,0,1
27,1.5,100.0,0,0,1
82,1.2857142857142858,100.0,0,0,0
0,0.0,0.0,0,0,1
12,1.5,100.0,0,0,1
82,1.1,100.0,0,0,0
10,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
180,1.1578947368421053,50.07873922528959,3,0,0
156,1.1666666666666667,57.67217454350212,5,0,0
288,1.4,48.34652314208044,14,0,0
0,0.0,0.0,0,0,1
24,1.0,100.0,0,0,1
45,1.2,100.0,4,0,1
0,0.0,0.0,0,0,1
32,1.2,95.597240454209,0,0,1
37,1.5,100.0,0,0,1
0,0.0,0.0,0,0,1
107,3.142857142857143,66.00416408938051,1,0,1
217,1.04,100.0,0,0,1
5806,1.744,0.0,195,2,0
17,2.5,100.0,1,0,1
0,0.0,0.0,0,0,1
47,1.0,100.0,1,0,1
676,1.511111111111111,42.954778271936895,33,2,0
0,0.0,0.0,0,0,1
86,1.0,100.0,3,0,1
284,1.4583333333333333,55.31732235207539,15,1,0
0,0.0,0.0,0,0,1
78,1.0,100.0,0,0,1
301,1.12,50.31842436936531,10,0,0
0,0.0,0.0,0,0,1
144,1.0740740740740742,69.52657037872186,0,0,1
258,1.3,100.0,6,0,0
0,0.0,0.0,0,0,1
539,1.4390243902439024,46.08352525986647,35,0,1
511,1.625,53.1932165770662,8,0,0
135,1.1,100.0,7,0,1
331,1.6666666666666667,59.23710458162861,3,0,1
271,2.4,60.22900316149271,4,0,0
286,2.6,65.62974692793532,7,0,0
114,2.142857142857143,71.553648481536,1,4,0
178,2.0,59.786705061011766,0,0,0
0,0.0,0.0,0,0,1
178,1.3421052631578947,55.00004400356684,2,0,1
322,1.032258064516129,100.0,4,0,1
20,1.4,100.0,0,0,1
76,1.4285714285714286,100.0,0,0,1
4,0.0,0.0,0,0,0
5,1.0,100.0,0,0,1
426,1.4791666666666667,53.07984747895932,12,1,0
230,2.076923076923077,55.00278110897517,6,0,0
46,1.25,100.0,0,0,1
15,0.0,0.0,1,0,1
52,1.2222222222222223,56.16739879290144,2,3,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
46,1.5,90.37460351296416,0,0,1
7,1.0,100.0,0,0,1
1375,1.0890410958904109,19.84734996852256,43,0,0
0,0.0,0.0,0,0,1
655,1.353658536585366,35.048302981016285,23,7,0
0,0.0,0.0,0,0,1
9,1.0,100.0,0,0,1
525,1.3666666666666667,39.89159499733075,15,3,1
0,0.0,0.0,0,0,1
58,1.5,100.0,4,0,1
11,0.0,0.0,1,0,1
55,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
38,1.375,86.06664408455781,0,0,1
647,1.1714285714285717,37.50395390941568,13,0,0
0,0.0,0.0,0,0,1
79,1.125,48.60687063830634,1,0,0
0,0.0,0.0,0,0,1
241,1.6363636363636365,39.62516370439582,5,2,0
0,0.0,0.0,0,0,1
31,1.25,85.13457424479778,0,0,1
17,1.5,72.13824373623434,0,0,1
92,1.625,49.707880229248445,3,0,0
580,1.024390243902439,51.30447511780772,30,0,0
73,1.3333333333333333,56.040822578147534,0,0,1
0,0.0,0.0,0,0,1
480,1.4722222222222223,37.73268066493804,3,0,1
23,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
28,1.0,100.0,0,0,1
75,1.25,54.63397400848901,1,0,1
0,0.0,0.0,0,0,1
73,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
351,1.1578947368421053,61.99633908887167,7,0,1
0,0.0,0.0,0,0,1
211,1.0476190476190477,59.22341005075043,10,0,0
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
25,1.2,100.0,0,0,1
2,1.0,100.0,0,0,1
2,1.0,100.0,0,0,1
5,1.0,100.0,0,0,1
2,0.0,0.0,0,0,1
145,1.3333333333333333,74.92456971032996,1,1,1
30,0.0,0.0,0,0,0
104,1.4090909090909092,71.30459773658737,1,0,1
166,1.1538461538461535,54.918650508365104,7,0,1
211,1.4782608695652173,100.0,14,0,1
44,1.5,100.0,1,0,1
41,1.5,100.0,0,0,1
78,1.5,85.3549785542707,0,1,1
729,1.3472222222222223,52.2016529907451,20,0,0
953,1.313253012048193,26.941424260942,53,0,1
29,1.3333333333333333,100.0,2,0,1
13,1.5,100.0,1,0,1
47,1.25,100.0,1,0,1
0,0.0,0.0,0,0,1
5,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
6,0.0,0.0,0,0,1
3,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
19,1.5,100.0,0,0,1
37,1.3333333333333333,100.0,0,0,1
0,0.0,0.0,0,0,1
32,1.0,100.0,0,0,1
86,1.2,100.0,3,0,0
0,0.0,0.0,0,0,1
15,1.0,100.0,0,0,1
45,2.333333333333333,100.0,2,0,1
0,0.0,0.0,0,0,1
323,1.2686567164179106,55.85285785371116,4,0,1
26,1.25,67.47267703530788,0,0,1
846,1.7857142857142858,38.43996503204229,41,25,0
49,0.0,0.0,6,0,1
0,0.0,0.0,0,0,1
208,1.2,62.94123200287432,6,0,0
108,1.3333333333333333,55.94613239399527,3,0,1
166,1.1538461538461535,53.63480088430154,3,0,0
55,1.25,100.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
3,0.0,0.0,0,0,1
3,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
3,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
1,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
182,1.0434782608695652,44.61239966247975,5,0,1
0,0.0,0.0,0,0,1
10,0.0,0.0,0,0,1
8,1.0,100.0,0,0,1
1,0.0,0.0,0,0,1
230,1.5,64.27565003914337,6,0,0
168,1.1176470588235294,39.82349770129802,1,0,1
83,1.8,65.93757495584305,5,0,1
184,1.1428571428571428,66.78031244796959,0,0,0
324,1.0714285714285714,63.17855957070097,4,0,0
911,1.3125,36.90165526832238,112,0,0
142,1.2666666666666666,100.0,0,0,1
197,1.0909090909090908,100.0,11,0,0
114,1.1666666666666667,100.0,0,0,0
206,1.1428571428571428,100.0,0,0,1
277,1.1612903225806452,61.86008521504884,16,1,0
66,1.25,58.4493038509772,5,0,0
89,2.0,100.0,5,0,1
32,1.2,75.0238243121909,0,0,0
242,2.111111111111111,66.82078109392468,12,0,0
604,1.34375,100.0,26,0,0
415,1.2222222222222223,100.0,8,6,0
56,1.1428571428571428,100.0,0,0,0
30,0.0,0.0,1,0,1
188,1.34375,68.18524365426686,0,1,1
27,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
71,1.1666666666666667,100.0,3,0,1
42,1.2857142857142858,100.0,1,2,1
49,1.2,100.0,0,0,1
33,1.4,100.0,0,2,1
48,1.3333333333333333,59.25495017764421,0,2,1
128,1.0666666666666669,100.0,7,4,1
85,1.1666666666666667,100.0,5,6,1
90,1.125,100.0,8,0,1
64,1.25,100.0,4,2,1
13,1.25,100.0,0,0,1
124,1.5454545454545454,100.0,0,1,0
59,1.3333333333333333,100.0,2,0,1
10,1.3333333333333333,100.0,0,0,1
54,1.25,77.18729823143569,4,2,1
70,1.2,61.21484127657238,7,0,1
59,1.2,100.0,2,4,1
62,2.25,50.14674662184735,0,0,1
38,1.2857142857142858,100.0,1,2,1
221,1.4,50.061416416303885,1,2,0
92,1.1666666666666667,100.0,4,0,1
14,1.3333333333333333,100.0,0,0,1
49,1.25,100.0,6,2,1
97,1.125,100.0,7,2,1
23,1.3333333333333333,100.0,1,0,1
27,1.25,100.0,2,2,1
58,1.1666666666666667,100.0,0,2,1
72,1.1666666666666667,74.9472345582991,2,2,1
59,1.2,100.0,0,2,1
65,1.2222222222222223,78.45424705234056,5,2,1
40,1.2857142857142858,100.0,0,2,1
39,1.2857142857142858,100.0,3,2,1
47,1.25,100.0,5,4,1
45,1.3333333333333333,100.0,3,2,1
64,1.2307692307692308,100.0,0,0,1
31,1.25,100.0,3,4,1
39,1.2857142857142858,100.0,0,2,1
15,1.3333333333333333,100.0,1,0,1
22,1.3333333333333333,100.0,1,0,1
58,1.1538461538461535,100.0,0,2,1
63,1.25,100.0,3,2,1
51,1.3333333333333333,100.0,1,2,1
62,1.2857142857142858,100.0,2,2,1
67,1.1666666666666667,68.72238086351025,2,0,1
178,1.08,48.26518020730417,10,0,1
144,1.0952380952380951,48.95570069651255,11,0,1
27,1.2857142857142858,100.0,3,0,1
29,1.2,100.0,1,0,1
