project,file,LOC,Cyclomatic_Complexity,Maintainability_Index,Pylint_Score,PEP8_Violations,Security_Issues
numpy,python_projects\numpy\numpy\_core\arrayprint.py,1784,4.476190476190476,10.295234699887747,6.92,16,0
numpy,python_projects\numpy\numpy\_core\cversions.py,13,0.0,0.0,0.0,0,0
numpy,python_projects\numpy\numpy\_core\defchararray.py,1415,1.5072463768115942,0.0,6.07,73,0
numpy,python_projects\numpy\numpy\_core\einsumfunc.py,1498,12.076923076923077,13.197098010453693,8.81,6,0
numpy,python_projects\numpy\numpy\_core\fromnumeric.py,4272,1.8444444444444446,0.0,2.97,6,0
numpy,python_projects\numpy\numpy\_core\function_base.py,545,4.888888888888889,33.09701009905528,6.84,0,1
numpy,python_projects\numpy\numpy\_core\getlimits.py,747,2.5384615384615383,46.219752889384594,8.34,6,0
numpy,python_projects\numpy\numpy\_core\memmap.py,363,7.0,48.24908555243522,7.0,2,0
numpy,python_projects\numpy\numpy\_core\multiarray.py,1762,1.125,20.173650556934394,0.0,81,0
numpy,python_projects\numpy\numpy\_core\numeric.py,2758,3.2641509433962264,0.0,0.43,27,3
numpy,python_projects\numpy\numpy\_core\numerictypes.py,633,3.5833333333333335,38.70269649006808,4.66,8,0
numpy,python_projects\numpy\numpy\_core\overrides.py,183,2.8,69.66003845997145,7.71,2,0
numpy,python_projects\numpy\numpy\_core\printoptions.py,32,0.0,0.0,10.0,0,0
numpy,python_projects\numpy\numpy\_core\records.py,1088,5.964285714285714,26.052580350872972,8.6,3,0
numpy,python_projects\numpy\numpy\_core\shape_base.py,996,3.3076923076923075,14.71228292328715,7.6,2,0
numpy,python_projects\numpy\numpy\_core\strings.py,1807,1.96,14.680299210492125,6.39,1,0
numpy,python_projects\numpy\numpy\_core\umath.py,60,0.0,0.0,0.0,122,0
numpy,python_projects\numpy\numpy\_core\_add_newdocs.py,6994,2.0,100.0,9.67,269,0
numpy,python_projects\numpy\numpy\_core\_add_newdocs_scalars.py,389,3.6666666666666665,58.52422069626208,8.21,44,0
numpy,python_projects\numpy\numpy\_core\_asarray.py,130,10.0,70.56594978935546,4.48,1,0
numpy,python_projects\numpy\numpy\_core\_dtype.py,366,4.588235294117647,46.47350688370927,8.36,1,0
numpy,python_projects\numpy\numpy\_core\_dtype_ctypes.py,120,3.6,72.93205699551886,6.85,0,0
numpy,python_projects\numpy\numpy\_core\_exceptions.py,162,1.9130434782608696,59.51359788230866,8.82,2,2
numpy,python_projects\numpy\numpy\_core\_internal.py,958,3.78,21.066023159483958,8.1,22,0
numpy,python_projects\numpy\numpy\_core\_machar.py,355,17.25,47.22862219454473,9.27,7,0
numpy,python_projects\numpy\numpy\_core\_methods.py,253,3.8,50.3335826581665,8.31,17,1
numpy,python_projects\numpy\numpy\_core\_string_helpers.py,100,1.3333333333333333,30.009002691464953,9.33,2,0
numpy,python_projects\numpy\numpy\_core\_type_aliases.py,119,0.0,0.0,3.57,0,0
numpy,python_projects\numpy\numpy\_core\_ufunc_config.py,489,1.25,33.94433203901722,9.19,2,0
numpy,python_projects\numpy\numpy\_core\__init__.py,221,1.75,61.288442743726876,4.15,44,0
numpy,python_projects\numpy\numpy\_core\code_generators\genapi.py,567,2.3333333333333335,32.654245266350294,8.25,22,0
numpy,python_projects\numpy\numpy\_core\code_generators\generate_numpy_api.py,325,4.0,54.0317224572964,6.88,3,0
numpy,python_projects\numpy\numpy\_core\code_generators\generate_ufunc_api.py,219,2.3333333333333335,60.96440163621046,5.56,4,0
numpy,python_projects\numpy\numpy\_core\code_generators\generate_umath.py,1643,4.8,28.909842669137163,6.87,192,2
numpy,python_projects\numpy\numpy\_core\code_generators\generate_umath_doc.py,50,1.3333333333333333,78.7112306358008,6.33,3,0
numpy,python_projects\numpy\numpy\_core\code_generators\numpy_api.py,487,1.0,83.2694585783908,8.89,1,0
numpy,python_projects\numpy\numpy\_core\code_generators\ufunc_docstrings.py,5506,10.0,39.71999070323929,9.86,130,3
numpy,python_projects\numpy\numpy\_core\code_generators\verify_c_api_version.py,66,1.25,85.7740992635052,8.85,0,0
numpy,python_projects\numpy\numpy\_core\code_generators\__init__.py,0,0.0,0.0,0.0,0,0
numpy,python_projects\numpy\numpy\_core\tests\test_abc.py,54,2.0,56.64503644724106,2.12,0,0
numpy,python_projects\numpy\numpy\_core\tests\test_api.py,622,2.3157894736842106,39.10727158417391,7.73,24,17
numpy,python_projects\numpy\numpy\_core\tests\test_argparse.py,90,1.4285714285714286,84.99903704542784,6.67,7,0
numpy,python_projects\numpy\numpy\_core\tests\test_arraymethod.py,84,2.5714285714285716,82.78914870627865,4.07,1,3
numpy,python_projects\numpy\numpy\_core\tests\test_arrayobject.py,75,2.142857142857143,75.95115147240757,3.71,0,6
numpy,python_projects\numpy\numpy\_core\tests\test_arrayprint.py,1327,1.4927536231884058,20.061856880194295,7.79,104,30
numpy,python_projects\numpy\numpy\_core\tests\test_array_api_info.py,113,2.4444444444444446,60.59620818995114,5.95,0,12
numpy,python_projects\numpy\numpy\_core\tests\test_array_coercion.py,911,3.98,24.641382945133365,7.64,13,79
numpy,python_projects\numpy\numpy\_core\tests\test_array_interface.py,222,4.5,72.71462230287224,6.56,2,2
numpy,python_projects\numpy\numpy\_core\tests\test_casting_floatingpoint_errors.py,154,3.3333333333333335,65.38701537552157,8.7,1,0
numpy,python_projects\numpy\numpy\_core\tests\test_casting_unittests.py,817,7.928571428571429,12.265535150556037,7.68,16,100
numpy,python_projects\numpy\numpy\_core\tests\test_conversion_utils.py,206,2.925925925925926,43.99697763828214,5.5,2,13
numpy,python_projects\numpy\numpy\_core\tests\test_cpu_dispatcher.py,48,7.0,78.26964266493233,9.6,2,0
numpy,python_projects\numpy\numpy\_core\tests\test_cpu_features.py,433,2.6206896551724137,40.11086443064816,7.95,34,10
numpy,python_projects\numpy\numpy\_core\tests\test_custom_dtypes.py,315,2.3793103448275863,43.595951954630074,7.37,4,38
numpy,python_projects\numpy\numpy\_core\tests\test_cython.py,352,3.75,32.11590458524999,0.0,8,68
numpy,python_projects\numpy\numpy\_core\tests\test_datetime.py,2740,1.5811965811965811,0.34918469024338444,8.18,153,40
numpy,python_projects\numpy\numpy\_core\tests\test_defchararray.py,853,1.2476190476190476,10.906737315330577,0.0,24,6
numpy,python_projects\numpy\numpy\_core\tests\test_deprecations.py,536,2.015151515151515,44.609795981735,5.64,30,5
numpy,python_projects\numpy\numpy\_core\tests\test_dlpack.py,190,1.6666666666666667,48.35458011715448,7.24,0,13
numpy,python_projects\numpy\numpy\_core\tests\test_dtype.py,1995,2.187878787878788,0.0,6.99,112,122
numpy,python_projects\numpy\numpy\_core\tests\test_einsum.py,1311,2.4310344827586206,17.59572332763776,7.98,42,8
numpy,python_projects\numpy\numpy\_core\tests\test_errstate.py,131,2.2857142857142856,61.96185627173085,7.24,2,12
numpy,python_projects\numpy\numpy\_core\tests\test_extint128.py,217,3.5714285714285716,35.94131461176447,8.18,0,0
numpy,python_projects\numpy\numpy\_core\tests\test_function_base.py,504,1.66,26.194143770423235,7.66,4,9
numpy,python_projects\numpy\numpy\_core\tests\test_getlimits.py,205,2.2666666666666666,50.081765370962394,5.08,10,7
numpy,python_projects\numpy\numpy\_core\tests\test_half.py,578,2.9047619047619047,31.9349911710942,8.31,23,23
numpy,python_projects\numpy\numpy\_core\tests\test_hashtable.py,36,5.0,84.99174092319012,6.5,0,4
numpy,python_projects\numpy\numpy\_core\tests\test_indexerrors.py,122,1.1111111111111112,100.0,9.44,0,0
numpy,python_projects\numpy\numpy\_core\tests\test_indexing.py,1674,1.926605504587156,9.971003983107634,7.98,66,8
numpy,python_projects\numpy\numpy\_core\tests\test_item_selection.py,167,3.5,50.96068372480549,7.76,2,0
numpy,python_projects\numpy\numpy\_core\tests\test_limited_api.py,102,3.5,68.58038366234886,3.06,0,9
numpy,python_projects\numpy\numpy\_core\tests\test_longdouble.py,369,1.5483870967741935,46.190494048574,7.04,4,9
numpy,python_projects\numpy\numpy\_core\tests\test_machar.py,30,2.3333333333333335,100.0,7.06,0,0
numpy,python_projects\numpy\numpy\_core\tests\test_memmap.py,247,1.375,44.075858473126765,5.86,5,3
numpy,python_projects\numpy\numpy\_core\tests\test_mem_overlap.py,933,3.7567567567567566,16.84450619613393,7.5,11,1
numpy,python_projects\numpy\numpy\_core\tests\test_mem_policy.py,452,4.357142857142857,42.825445379977445,5.7,1,33
numpy,python_projects\numpy\numpy\_core\tests\test_multiarray.py,10767,1.9209844559585492,0.0,7.07,240,207
numpy,python_projects\numpy\numpy\_core\tests\test_multithreading.py,338,1.8823529411764706,47.472856858879965,7.49,7,19
numpy,python_projects\numpy\numpy\_core\tests\test_nditer.py,3495,2.9741379310344827,0.0,8.81,478,27
numpy,python_projects\numpy\numpy\_core\tests\test_nep50_promotions.py,287,3.1875,51.03676031281395,6.93,8,32
numpy,python_projects\numpy\numpy\_core\tests\test_numeric.py,4239,1.875,0.0,6.85,48,107
numpy,python_projects\numpy\numpy\_core\tests\test_numerictypes.py,621,2.420289855072464,26.569107912907985,0.0,32,41
numpy,python_projects\numpy\numpy\_core\tests\test_overrides.py,800,2.103448275862069,22.35531044391106,2.96,6,24
numpy,python_projects\numpy\numpy\_core\tests\test_print.py,200,2.25,56.93581116698256,8.29,20,0
numpy,python_projects\numpy\numpy\_core\tests\test_protocols.py,46,2.0,72.260037642871,6.21,1,2
numpy,python_projects\numpy\numpy\_core\tests\test_records.py,544,1.5365853658536586,34.44335574065201,7.55,11,21
numpy,python_projects\numpy\numpy\_core\tests\test_regression.py,2676,1.4322344322344323,0.0,5.65,34,42
numpy,python_projects\numpy\numpy\_core\tests\test_scalarbuffer.py,153,1.6,61.97583770850949,8.0,3,4
numpy,python_projects\numpy\numpy\_core\tests\test_scalarinherit.py,105,1.411764705882353,57.896733880048856,1.87,8,3
numpy,python_projects\numpy\numpy\_core\tests\test_scalarmath.py,1166,3.3855421686746987,6.920396190319329,6.72,48,36
numpy,python_projects\numpy\numpy\_core\tests\test_scalarprint.py,403,2.230769230769231,50.26100151021614,8.34,96,0
numpy,python_projects\numpy\numpy\_core\tests\test_scalar_ctors.py,203,2.5416666666666665,44.81559344165991,7.48,11,27
numpy,python_projects\numpy\numpy\_core\tests\test_scalar_methods.py,254,2.962962962962963,41.74046536640156,6.48,0,27
numpy,python_projects\numpy\numpy\_core\tests\test_shape_base.py,898,1.6486486486486487,19.278718076861182,7.02,8,22
numpy,python_projects\numpy\numpy\_core\tests\test_simd.py,1345,5.383561643835616,0.0,8.22,32,130
numpy,python_projects\numpy\numpy\_core\tests\test_simd_module.py,105,3.3333333333333335,49.634322649338095,7.5,4,15
numpy,python_projects\numpy\numpy\_core\tests\test_stringdtype.py,1855,3.479591836734694,0.0,7.11,9,87
numpy,python_projects\numpy\numpy\_core\tests\test_strings.py,1468,1.6428571428571428,10.448232279430028,6.75,6,11
numpy,python_projects\numpy\numpy\_core\tests\test_ufunc.py,3311,2.0256410256410255,0.0,7.74,67,94
numpy,python_projects\numpy\numpy\_core\tests\test_umath.py,4929,2.267857142857143,0.0,5.15,206,79
numpy,python_projects\numpy\numpy\_core\tests\test_umath_accuracy.py,132,2.8,59.275392344922786,7.31,13,2
numpy,python_projects\numpy\numpy\_core\tests\test_umath_complex.py,631,1.5142857142857142,40.71661373542031,6.86,16,1
numpy,python_projects\numpy\numpy\_core\tests\test_unicode.py,369,1.3181818181818181,47.52072366057172,0.0,4,0
numpy,python_projects\numpy\numpy\_core\tests\test__exceptions.py,90,4.7,55.92128968455477,6.0,1,26
numpy,python_projects\numpy\numpy\_core\tests\_locales.py,72,2.0,83.10224718903852,7.65,0,0
numpy,python_projects\numpy\numpy\_core\tests\_natype.py,144,2.090909090909091,54.30800969064426,9.02,0,0
numpy,python_projects\numpy\numpy\_core\tests\examples\cython\setup.py,39,0.0,0.0,0.0,0,0
numpy,python_projects\numpy\numpy\_core\tests\examples\limited_api\setup.py,24,0.0,0.0,2.86,0,0
numpy,python_projects\numpy\numpy\_pyinstaller\hook-numpy.py,36,0.0,0.0,0.0,0,0
numpy,python_projects\numpy\numpy\_pyinstaller\__init__.py,0,0.0,0.0,0.0,0,0
numpy,python_projects\numpy\numpy\_pyinstaller\tests\pyinstaller-smoke.py,32,0.0,0.0,0.0,0,0
numpy,python_projects\numpy\numpy\_pyinstaller\tests\test_pyinstaller.py,35,3.0,76.93206610060567,5.38,0,3
numpy,python_projects\numpy\numpy\_pyinstaller\tests\__init__.py,16,0.0,0.0,0.0,0,0
numpy,python_projects\numpy\numpy\_typing\_add_docstring.py,153,3.5,75.59137213410155,9.69,3,0
numpy,python_projects\numpy\numpy\_typing\_array_like.py,106,1.5,62.6134024634266,4.2,11,0
numpy,python_projects\numpy\numpy\_typing\_char_codes.py,213,0.0,0.0,9.62,0,0
numpy,python_projects\numpy\numpy\_typing\_dtype_like.py,107,1.25,70.71827695606,7.27,6,0
numpy,python_projects\numpy\numpy\_typing\_extended_precision.py,15,0.0,0.0,10.0,0,0
numpy,python_projects\numpy\numpy\_typing\_nbit.py,19,0.0,0.0,8.46,0,0
numpy,python_projects\numpy\numpy\_typing\_nbit_base.py,94,1.375,83.38633801943443,3.5,13,0
numpy,python_projects\numpy\numpy\_typing\_nested_sequence.py,79,1.125,100.0,10.0,4,0
numpy,python_projects\numpy\numpy\_typing\_scalars.py,20,0.0,0.0,0.83,0,0
numpy,python_projects\numpy\numpy\_typing\_shape.py,8,0.0,0.0,8.0,0,0
numpy,python_projects\numpy\numpy\_typing\_ufunc.py,7,0.0,0.0,8.33,0,0
numpy,python_projects\numpy\numpy\_typing\__init__.py,172,0.0,0.0,0.0,130,0
numpy,python_projects\numpy\numpy\_utils\_convertions.py,18,2.0,100.0,7.78,0,0
numpy,python_projects\numpy\numpy\_utils\_inspect.py,192,2.9,63.81542165020807,7.16,10,0
numpy,python_projects\numpy\numpy\_utils\_pep440.py,486,2.037037037037037,42.714436588130084,8.4,0,0
numpy,python_projects\numpy\numpy\_utils\__init__.py,95,1.0,78.45584381017197,9.09,2,0
numpy,python_projects\numpy\tools\changelog.py,187,5.0,66.26213456984783,7.8,2,0
numpy,python_projects\numpy\tools\check_installed_files.py,123,8.5,65.64584216137202,8.07,2,0
numpy,python_projects\numpy\tools\check_openblas_version.py,20,0.0,0.0,10.0,0,3
numpy,python_projects\numpy\tools\download-wheels.py,132,2.5,77.32841657185672,7.5,0,0
numpy,python_projects\numpy\tools\functions_missing_types.py,127,1.8571428571428572,76.5914991243042,7.75,0,0
numpy,python_projects\numpy\tools\linter.py,69,2.2,80.84208722647489,7.19,0,4
numpy,python_projects\numpy\tools\refguide_check.py,656,10.1,38.531739158882466,8.4,10,3
numpy,python_projects\numpy\tools\write_release.py,118,2.5,81.04452811348989,9.71,2,4
numpy,python_projects\numpy\tools\ci\push_docs_to_repo.py,75,3.0,68.2223982209646,9.58,1,2
numpy,python_projects\numpy\tools\ci\test_all_newsfragments_used.py,23,2.0,81.63578647168731,5.0,0,0
numpy,python_projects\numpy\tools\c_coverage\c_coverage_report.py,181,2.7333333333333334,42.56169339445201,8.0,0,1
numpy,python_projects\numpy\tools\swig\test\setup.py,66,0.0,0.0,3.64,1,0
numpy,python_projects\numpy\tools\swig\test\testArray.py,390,1.4375,21.066593219267755,6.65,8,0
numpy,python_projects\numpy\tools\swig\test\testFarray.py,159,1.7142857142857142,46.63921724712823,5.78,7,0
numpy,python_projects\numpy\tools\swig\test\testFlat.py,197,1.6,52.89825277536279,7.09,25,0
numpy,python_projects\numpy\tools\swig\test\testFortran.py,161,1.4642857142857142,63.344930178127235,6.37,26,0
numpy,python_projects\numpy\tools\swig\test\testMatrix.py,360,1.2452830188679245,45.245034341517865,6.81,28,0
numpy,python_projects\numpy\tools\swig\test\testSuperTensor.py,395,1.2452830188679245,43.88543400462961,6.78,44,0
numpy,python_projects\numpy\tools\swig\test\testTensor.py,400,1.2641509433962264,43.04168705282596,6.97,31,0
numpy,python_projects\numpy\tools\swig\test\testVector.py,379,1.2280701754385965,44.14489743711636,6.91,25,0
pandas,python_projects\pandas\generate_pxi.py,33,1.5,69.24255662544657,6.0,1,0
pandas,python_projects\pandas\generate_version.py,69,4.0,74.29973877348438,7.3,0,0
pandas,python_projects\pandas\setup.py,686,3.0434782608695654,39.34203692609342,7.34,8,2
pandas,python_projects\pandas\asv_bench\benchmarks\algorithms.py,210,2.48,38.95959055192354,5.09,4,0
pandas,python_projects\pandas\asv_bench\benchmarks\arithmetic.py,479,1.294871794871795,31.32671607764029,2.19,3,0
pandas,python_projects\pandas\asv_bench\benchmarks\array.py,140,1.896551724137931,36.49148084612384,3.96,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\attrs_caching.py,50,1.8888888888888888,62.69216622055971,3.33,1,0
pandas,python_projects\pandas\asv_bench\benchmarks\boolean.py,32,1.125,54.854720547796425,0.87,1,0
pandas,python_projects\pandas\asv_bench\benchmarks\categoricals.py,337,1.3896103896103895,21.426268787629095,2.83,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\ctors.py,145,1.6666666666666667,47.52622626138415,2.19,4,0
pandas,python_projects\pandas\asv_bench\benchmarks\dtypes.py,129,1.5,46.59273729549176,3.12,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\eval.py,65,1.25,59.56138004977049,2.95,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\finalize.py,16,2.0,100.0,4.17,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\frame_ctor.py,201,1.6111111111111112,53.66928342903974,2.25,5,0
pandas,python_projects\pandas\asv_bench\benchmarks\frame_methods.py,889,1.3160621761658031,4.309746882947625,3.65,8,0
pandas,python_projects\pandas\asv_bench\benchmarks\gil.py,327,1.75,44.143086610068565,5.92,9,2
pandas,python_projects\pandas\asv_bench\benchmarks\groupby.py,1151,1.5093167701863355,6.883511458288796,4.12,14,0
pandas,python_projects\pandas\asv_bench\benchmarks\hash_functions.py,89,1.4,54.06417267376894,1.89,4,0
pandas,python_projects\pandas\asv_bench\benchmarks\indexing.py,562,1.3277310924369747,17.857202786085562,1.02,5,2
pandas,python_projects\pandas\asv_bench\benchmarks\indexing_engines.py,192,3.3846153846153846,51.89078817854323,4.94,2,2
pandas,python_projects\pandas\asv_bench\benchmarks\index_cached_properties.py,72,2.4444444444444446,45.172439236366415,1.56,1,1
pandas,python_projects\pandas\asv_bench\benchmarks\index_object.py,262,1.462962962962963,31.93685767738527,2.34,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\inference.py,297,1.323076923076923,38.24062185361815,3.49,5,0
pandas,python_projects\pandas\asv_bench\benchmarks\join_merge.py,590,1.564102564102564,19.81060003023847,3.81,17,0
pandas,python_projects\pandas\asv_bench\benchmarks\libs.py,105,1.5833333333333333,62.3773602996041,2.0,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\multiindex_object.py,434,1.6,23.122610634668572,4.48,11,0
pandas,python_projects\pandas\asv_bench\benchmarks\package.py,20,1.5,100.0,7.0,0,2
pandas,python_projects\pandas\asv_bench\benchmarks\pandas_vb_common.py,80,1.75,100.0,7.19,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\period.py,107,1.3636363636363635,61.85340989713616,2.0,1,0
pandas,python_projects\pandas\asv_bench\benchmarks\plotting.py,164,1.75,49.53784717977822,6.0,3,0
pandas,python_projects\pandas\asv_bench\benchmarks\reindex.py,148,1.48,55.90782183324953,3.07,11,0
pandas,python_projects\pandas\asv_bench\benchmarks\replace.py,74,1.4285714285714286,62.0569005599732,3.11,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\reshape.py,338,1.360655737704918,37.17657480020753,4.44,9,0
pandas,python_projects\pandas\asv_bench\benchmarks\rolling.py,382,1.5769230769230769,35.46788440724224,0.86,17,0
pandas,python_projects\pandas\asv_bench\benchmarks\series_methods.py,425,1.6455696202531647,23.209490001604447,2.76,4,0
pandas,python_projects\pandas\asv_bench\benchmarks\sparse.py,227,1.3695652173913044,34.72530496659946,2.96,6,0
pandas,python_projects\pandas\asv_bench\benchmarks\stat_ops.py,168,1.4193548387096775,46.793188589814264,3.67,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\strftime.py,109,1.2083333333333333,43.627026649786394,1.69,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\strings.py,300,1.4605263157894737,34.86295642646323,0.93,10,0
pandas,python_projects\pandas\asv_bench\benchmarks\timedelta.py,61,1.125,100.0,2.22,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\timeseries.py,297,1.3559322033898304,41.3074367152804,1.99,9,0
pandas,python_projects\pandas\asv_bench\benchmarks\__init__.py,1,0.0,0.0,0.0,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\algos\isin.py,341,2.3783783783783785,39.78292037981421,2.31,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\algos\__init__.py,12,0.0,0.0,0.0,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\io\csv.py,645,1.5233644859813085,20.858522489841604,4.13,15,1
pandas,python_projects\pandas\asv_bench\benchmarks\io\excel.py,108,1.9230769230769231,56.87435051850152,4.93,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\io\hdf.py,143,1.25,54.89950578722364,3.62,4,0
pandas,python_projects\pandas\asv_bench\benchmarks\io\json.py,312,1.5,38.4780748733394,4.57,8,0
pandas,python_projects\pandas\asv_bench\benchmarks\io\parsers.py,17,2.0,87.51044312720124,5.0,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\io\pickle.py,39,1.5,100.0,4.0,1,2
pandas,python_projects\pandas\asv_bench\benchmarks\io\sas.py,23,1.6,59.16779767324202,5.71,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\io\sql.py,173,1.6,47.577389764924746,3.56,1,2
pandas,python_projects\pandas\asv_bench\benchmarks\io\stata.py,57,2.1666666666666665,64.44099996222356,4.19,2,0
pandas,python_projects\pandas\asv_bench\benchmarks\io\style.py,93,1.2352941176470589,53.49532061525335,1.69,5,0
pandas,python_projects\pandas\asv_bench\benchmarks\io\__init__.py,0,0.0,0.0,0.0,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\fields.py,82,1.3,65.83228542759315,0.0,3,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\normalize.py,45,2.0,82.57555074808093,5.0,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\offsets.py,86,2.0,64.41880124732681,4.29,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\period.py,162,1.5454545454545454,59.38471945005564,2.06,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\resolution.py,53,2.3333333333333335,89.59420215899183,6.47,1,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\timedelta.py,70,1.1176470588235294,100.0,3.68,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\timestamp.py,155,1.1333333333333333,41.929704080534755,0.98,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\tslib.py,69,3.3333333333333335,83.15599821956985,7.39,0,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\tz_convert.py,53,2.5,77.39191409872024,4.29,1,0
pandas,python_projects\pandas\asv_bench\benchmarks\tslibs\__init__.py,7,0.0,0.0,0.0,0,0
pandas,python_projects\pandas\doc\make.py,391,3.8666666666666667,51.955644779835346,8.5,16,3
pandas,python_projects\pandas\doc\scripts\eval_performance.py,108,2.25,53.71764085295264,7.25,2,0
pandas,python_projects\pandas\doc\source\conf.py,852,3.4210526315789473,44.6888652798834,5.8,32,0
pandas,python_projects\pandas\doc\sphinxext\announce.py,176,3.6,68.89268003850376,8.03,4,1
pandas,python_projects\pandas\doc\sphinxext\contributors.py,58,4.0,84.87875714317597,2.31,2,0
pandas,python_projects\pandas\pandas\conftest.py,2118,1.1166666666666667,43.7479216909854,8.85,22,0
pandas,python_projects\pandas\pandas\testing.py,17,0.0,0.0,10.0,0,0
pandas,python_projects\pandas\pandas\_typing.py,503,1.25,46.04022511973244,8.33,14,0
pandas,python_projects\pandas\pandas\_version.py,692,6.2272727272727275,31.96329002136009,9.51,11,3
pandas,python_projects\pandas\pandas\__init__.py,352,0.0,0.0,5.37,20,0
pandas,python_projects\pandas\pandas\api\internals.py,62,2.0,100.0,8.0,1,0
pandas,python_projects\pandas\pandas\api\__init__.py,19,0.0,0.0,10.0,0,0
pandas,python_projects\pandas\pandas\api\executors\__init__.py,7,0.0,0.0,10.0,0,0
pandas,python_projects\pandas\pandas\api\extensions\__init__.py,33,0.0,0.0,0.0,0,0
pandas,python_projects\pandas\pandas\api\indexers\__init__.py,17,0.0,0.0,10.0,0,0
pandas,python_projects\pandas\pandas\api\interchange\__init__.py,8,0.0,0.0,10.0,0,0
pandas,python_projects\pandas\pandas\api\types\__init__.py,23,0.0,0.0,0.0,1,0
pandas,python_projects\pandas\pandas\api\typing\__init__.py,61,0.0,0.0,0.0,0,0
pandas,python_projects\pandas\pandas\arrays\__init__.py,37,0.0,0.0,10.0,0,0
pandas,python_projects\pandas\pandas\compat\pickle_compat.py,143,3.8333333333333335,68.05730780890349,7.63,2,1
pandas,python_projects\pandas\pandas\compat\pyarrow.py,32,0.0,0.0,6.67,0,0
pandas,python_projects\pandas\pandas\compat\_constants.py,30,0.0,0.0,10.0,1,0
pandas,python_projects\pandas\pandas\compat\_optional.py,191,4.25,70.73881373322153,9.4,3,1
pandas,python_projects\pandas\pandas\compat\__init__.py,171,1.1111111111111112,75.91141044143578,10.0,1,0
pandas,python_projects\pandas\pandas\compat\numpy\function.py,376,2.9285714285714284,53.906930086784115,8.87,6,0
pandas,python_projects\pandas\pandas\compat\numpy\__init__.py,48,0.0,0.0,9.17,1,0
pandas,python_projects\pandas\pandas\core\accessor.py,395,1.8823529411764706,67.74061077677926,7.29,9,0
pandas,python_projects\pandas\pandas\core\algorithms.py,1724,6.269230769230769,25.06137751219198,8.13,47,1
pandas,python_projects\pandas\pandas\core\api.py,138,0.0,0.0,5.93,0,0
pandas,python_projects\pandas\pandas\core\apply.py,2106,3.806451612903226,0.0,8.26,69,18
pandas,python_projects\pandas\pandas\core\arraylike.py,530,2.473684210526316,44.736698193178704,7.76,20,1
pandas,python_projects\pandas\pandas\core\base.py,1494,2.2745098039215685,29.426648047591517,8.55,24,0
pandas,python_projects\pandas\pandas\core\col.py,283,1.5757575757575757,58.42141399211121,9.22,8,0
pandas,python_projects\pandas\pandas\core\common.py,654,3.142857142857143,45.79089067648106,8.57,17,0
pandas,python_projects\pandas\pandas\core\config_init.py,899,1.875,46.26404866968681,6.15,28,0
pandas,python_projects\pandas\pandas\core\construction.py,850,9.0,37.81268715635658,8.17,29,0
pandas,python_projects\pandas\pandas\core\flags.py,126,2.0,64.09085997400604,9.43,4,0
pandas,python_projects\pandas\pandas\core\frame.py,14205,3.6605839416058394,0.0,8.42,510,15
pandas,python_projects\pandas\pandas\core\generic.py,13066,3.727272727272727,0.0,8.29,359,10
pandas,python_projects\pandas\pandas\core\indexing.py,2802,6.241379310344827,0.0,8.41,87,3
pandas,python_projects\pandas\pandas\core\missing.py,1072,4.2,35.478554187412385,7.98,17,1
pandas,python_projects\pandas\pandas\core\nanops.py,1760,5.260869565217392,13.29055854777261,9.28,27,3
pandas,python_projects\pandas\pandas\core\resample.py,2927,3.284090909090909,3.8438851648018395,8.46,98,9
pandas,python_projects\pandas\pandas\core\roperator.py,63,1.0833333333333333,78.14027199862704,5.86,0,0
pandas,python_projects\pandas\pandas\core\sample.py,163,9.666666666666666,66.0839808701124,8.52,8,2
pandas,python_projects\pandas\pandas\core\series.py,7321,2.3240223463687153,0.0,8.31,228,5
pandas,python_projects\pandas\pandas\core\shared_docs.py,651,0.0,0.0,9.0,14,0
